material,tool_material,coolant,tool_diameter_mm,num_flutes,cutting_speed_m_min,feed_per_tooth_mm,axial_depth_mm,radial_depth_mm,rpm,table_feed_mm_min,mrr_cm3_min,torque_Nm,tool_life_min,machining_time_min,VB_mm
SUS304,cbn,mql,8,4,91.2,0.036,2.64,4.61,3629.0,523.0,6.37,698.91,152.3,33.3,0.0675
A5052,cermet,oil,25,3,197.6,0.274,3.61,1.12,2516.0,2067.0,8.35,422.46,38.2,7.6,0.0666
FC250,carbide,water_soluble,10,6,198.5,0.27,4.25,8.91,6317.0,10250.0,388.03,11730.98,5.1,2.6,0.145
S45C,cermet,oil,6,3,191.9,0.116,0.61,1.2,10181.0,3542.0,2.61,81.5,11.7,8.7,0.1947
A5052,carbide,dry,12,2,272.4,0.332,11.87,19.62,7227.0,4804.0,1119.22,19718.43,5.4,5.7,0.3829
A5052,cermet,water_soluble,8,4,432.1,0.18,10.13,13.08,17192.0,12397.0,1643.18,12169.17,5.3,3.8,0.202
SKD11,cermet,water_soluble,20,6,104.1,0.109,2.16,4.85,1657.0,1081.0,11.34,3267.18,10.1,7.9,0.2168
SUS304,cermet,mql,6,4,67.6,0.156,1.48,2.3,3587.0,2243.0,7.65,848.31,235.9,127.4,0.1318
SKD11,carbide,mql,10,6,83.9,0.074,1.41,0.7,2672.0,1193.0,1.18,210.66,34.3,7.0,0.0613
A5052,carbide,mql,12,4,397.8,0.387,3.36,7.94,10551.0,16314.0,434.45,5242.78,4.9,2.0,0.1158
S45C,hss,dry,12,3,205.2,0.078,8.16,6.57,5444.0,1280.0,68.61,4011.64,5.1,1.4,0.0723
SKD11,hss,water_soluble,12,6,45.3,0.053,0.94,1.79,1202.0,383.0,0.64,254.6,521.1,38.8,0.0383
S45C,hss,dry,16,2,211.2,0.138,8.21,8.21,4201.0,1158.0,78.12,5919.01,4.9,3.2,0.15
SUS304,cbn,mql,20,3,58.8,0.144,4.51,1.25,935.0,403.0,2.28,968.67,521.7,131.7,0.0786
SUS304,cermet,mql,20,6,98.4,0.057,3.89,6.01,1565.0,534.0,12.48,3172.02,38.7,26.1,0.194
FC250,hss,oil,25,4,172.1,0.06,1.67,1.41,2192.0,527.0,1.24,108.35,5.2,4.3,0.1976
FC250,carbide,mql,20,3,122.9,0.194,3.75,1.4,1956.0,1140.0,5.99,585.43,23.8,3.0,0.0569
SUS304,cermet,mql,10,6,88.5,0.121,4.26,7.66,2818.0,2043.0,66.62,9404.98,47.5,1.5,0.015
SKD11,cbn,dry,12,2,75.3,0.096,2.78,0.88,1997.0,383.0,0.94,225.12,61.0,18.5,0.1033
FC250,hss,water_soluble,16,2,192.0,0.214,4.67,1.11,3819.0,1637.0,8.46,423.03,5.0,1.1,0.08
FC250,hss,oil,20,4,199.3,0.155,6.28,2.42,3173.0,1967.0,29.88,1798.49,4.7,4.9,0.3655
FC250,hss,mql,25,3,163.4,0.154,5.87,11.61,2081.0,964.0,65.77,6036.33,5.4,1.7,0.102
SKD11,cbn,mql,25,2,80.4,0.04,2.42,6.69,1024.0,82.0,1.33,618.72,92.4,103.5,0.4993
S45C,hss,mql,25,6,217.8,0.222,7.39,15.62,2773.0,3700.0,426.94,49012.06,4.6,2.2,0.1493
FC250,cbn,dry,25,6,96.8,0.131,6.0,1.81,1233.0,965.0,10.5,1626.36,77.7,85.2,0.4417
FC250,hss,mql,20,3,143.8,0.268,7.03,2.8,2288.0,1840.0,36.18,3019.48,4.9,2.0,0.0989
SUS304,cermet,dry,16,4,133.1,0.054,4.88,9.04,2647.0,577.0,25.47,3827.38,5.0,5.3,0.4019
S45C,cermet,water_soluble,25,3,106.8,0.199,6.14,3.44,1360.0,810.0,17.11,4007.04,47.4,23.0,0.1247
SUS304,hss,mql,6,3,70.6,0.055,4.05,1.23,3746.0,619.0,3.08,327.69,64.9,75.2,0.4405
SKD11,cbn,mql,20,2,100.3,0.141,0.89,1.75,1597.0,450.0,0.7,209.12,19.0,17.6,0.2664
SKD11,cermet,oil,12,4,88.0,0.131,1.91,4.95,2335.0,1221.0,11.52,2355.21,21.1,11.9,0.1323
S45C,carbide,water_soluble,25,2,216.6,0.183,2.27,3.19,2758.0,1009.0,7.32,845.05,5.2,4.2,0.2034
SKD11,cermet,water_soluble,12,2,79.9,0.063,2.22,4.46,2119.0,266.0,2.63,592.46,57.1,44.8,0.2149
A5052,cbn,dry,16,2,280.7,0.366,12.62,20.8,5585.0,4087.0,1072.75,24456.09,6.3,5.2,0.2231
FC250,cbn,dry,16,6,115.5,0.179,2.07,6.09,2298.0,2465.0,31.06,2581.38,49.3,54.1,0.413
SKD11,carbide,water_soluble,6,4,106.7,0.093,1.69,2.34,5660.0,2099.0,8.29,699.64,7.9,7.4,0.289
S45C,carbide,mql,6,3,88.9,0.113,1.21,0.82,4716.0,1604.0,1.59,107.44,135.6,107.6,0.1942
A5052,cermet,mql,20,3,336.7,0.096,13.15,15.48,5359.0,1537.0,312.74,7430.04,7.7,4.5,0.1521
SUS304,hss,oil,20,2,106.0,0.034,2.75,3.53,1688.0,114.0,1.1,260.16,12.3,9.7,0.238
SKD11,hss,oil,20,6,53.1,0.079,0.28,0.64,845.0,402.0,0.07,41.29,244.6,152.2,0.1841
A5052,hss,oil,20,4,260.3,0.309,14.28,25.84,4142.0,5120.0,1889.88,58093.61,4.7,1.9,0.1332
SKD11,cermet,dry,20,2,96.8,0.116,0.7,1.82,1540.0,357.0,0.45,140.25,12.2,6.0,0.1515
S45C,cbn,water_soluble,12,4,151.9,0.179,4.01,9.05,4029.0,2889.0,105.01,8296.65,17.6,19.8,0.4736
SKD11,hss,mql,16,6,97.9,0.063,0.59,1.0,1949.0,734.0,0.43,105.99,5.8,4.6,0.2058
SUS304,carbide,oil,6,4,110.1,0.179,0.86,1.44,5843.0,4173.0,5.2,353.85,22.6,14.6,0.1876
FC250,cbn,mql,16,2,95.0,0.097,3.83,10.74,1889.0,367.0,15.1,1526.59,152.0,90.5,0.1503
SUS304,carbide,dry,20,6,104.0,0.108,1.83,2.88,1655.0,1076.0,5.67,1362.92,17.7,20.0,0.5025
SUS304,carbide,oil,10,3,92.8,0.18,4.82,12.96,2954.0,1592.0,99.35,13380.67,25.5,21.4,0.2416
S45C,carbide,dry,6,4,206.8,0.18,3.05,7.22,10973.0,7910.0,174.27,5055.16,5.2,2.7,0.1429
SUS304,cermet,dry,20,4,103.4,0.131,0.45,0.64,1646.0,864.0,0.25,60.16,29.6,18.5,0.1469
SUS304,hss,mql,16,6,104.3,0.115,0.93,1.64,2076.0,1426.0,2.19,418.85,8.6,9.7,0.4648
S45C,cermet,water_soluble,6,6,174.7,0.077,9.37,9.7,9267.0,4284.0,389.45,13377.34,7.8,3.3,0.1229
S45C,carbide,water_soluble,6,2,125.2,0.16,0.79,1.94,6642.0,2120.0,3.23,154.97,41.9,27.9,0.1833
SKD11,cermet,mql,8,2,68.6,0.073,0.52,1.21,2731.0,399.0,0.25,43.97,175.1,153.4,0.1895
SKD11,carbide,water_soluble,6,3,104.9,0.081,1.75,4.51,5563.0,1353.0,10.7,918.54,8.9,9.0,0.3161
A5052,hss,water_soluble,20,4,294.6,0.445,2.33,6.17,4689.0,8339.0,119.85,3254.29,4.9,1.8,0.114
A5052,cbn,dry,10,6,234.6,0.3,12.04,0.61,7466.0,13425.0,98.82,1685.29,15.5,6.6,0.12
SKD11,cermet,oil,10,4,77.9,0.071,1.02,2.6,2481.0,705.0,1.86,357.75,71.4,45.1,0.1677
A5052,carbide,water_soluble,8,6,316.6,0.105,13.96,13.9,12596.0,7948.0,1541.24,15578.95,7.6,1.2,0.0504
FC250,cbn,water_soluble,12,2,129.7,0.054,8.49,13.32,3441.0,370.0,41.81,2320.04,59.0,32.2,0.1363
SKD11,carbide,oil,12,2,57.7,0.026,1.97,1.85,1530.0,78.0,0.28,88.81,467.1,98.8,0.0658
A5052,cbn,water_soluble,8,4,241.9,0.165,11.7,13.32,9625.0,6339.0,987.95,13069.14,26.6,24.7,0.2676
SKD11,carbide,dry,25,3,58.6,0.049,2.1,4.89,747.0,109.0,1.12,713.34,162.6,66.2,0.1101
S45C,cbn,dry,6,6,93.6,0.154,9.46,20.61,4964.0,4601.0,896.9,57515.58,60.6,53.5,0.2331
FC250,cermet,oil,6,2,155.2,0.249,9.71,13.87,8232.0,4097.0,551.58,12796.22,8.0,6.8,0.2226
A5052,cermet,dry,16,3,184.5,0.169,7.68,19.58,3670.0,1864.0,280.19,9720.87,20.1,6.8,0.1086
S45C,cbn,mql,8,6,125.7,0.137,7.27,12.33,5001.0,4108.0,368.24,23440.14,33.3,20.2,0.1786
A5052,carbide,mql,10,4,237.5,0.327,7.73,22.96,7558.0,9895.0,1756.74,29592.68,9.0,10.6,0.5813
SUS304,hss,oil,16,6,131.0,0.148,3.9,5.44,2606.0,2318.0,49.17,7508.5,4.9,2.0,0.124
SKD11,hss,oil,6,6,92.6,0.065,2.14,5.74,4911.0,1907.0,23.46,2280.71,5.2,2.3,0.13
S45C,carbide,water_soluble,25,2,147.4,0.152,5.83,4.38,1876.0,569.0,14.52,2463.91,10.9,9.5,0.2231
A5052,cermet,oil,20,2,449.0,0.359,8.04,20.11,7146.0,5132.0,829.99,14787.61,4.7,2.3,0.1381
SUS304,hss,water_soluble,25,6,129.1,0.129,3.97,2.69,1644.0,1271.0,13.56,3281.83,5.4,1.4,0.077
A5052,cbn,oil,6,4,472.9,0.076,0.93,0.91,25089.0,7579.0,6.37,32.35,15.5,11.8,0.1738
A5052,carbide,oil,6,4,268.7,0.082,8.91,19.38,14255.0,4660.0,804.67,7187.35,15.0,5.9,0.1227
S45C,cermet,dry,25,2,169.5,0.149,2.21,5.67,2158.0,643.0,8.06,1189.29,5.3,1.1,0.0606
S45C,carbide,dry,6,2,113.8,0.177,2.0,4.18,6037.0,2138.0,17.84,940.36,20.2,11.9,0.1394
A5052,hss,dry,8,4,199.5,0.425,0.62,0.79,7940.0,13509.0,6.58,105.59,7.2,8.5,0.4643
FC250,cbn,water_soluble,25,4,181.3,0.158,8.37,20.76,2308.0,1460.0,253.7,20989.55,11.1,4.6,0.1115
SKD11,hss,water_soluble,20,3,92.7,0.041,0.62,1.12,1475.0,183.0,0.13,40.77,12.3,2.0,0.0672
SKD11,cbn,dry,12,6,117.4,0.113,1.1,1.4,3113.0,2112.0,3.26,500.12,5.9,1.9,0.0879
FC250,carbide,dry,8,3,160.8,0.256,3.4,10.09,6397.0,4919.0,168.63,5034.3,5.2,3.3,0.1706
SUS304,cermet,water_soluble,25,6,145.5,0.187,4.57,7.27,1852.0,2082.0,69.25,14876.61,5.0,4.4,0.2547
FC250,hss,mql,16,3,177.8,0.295,8.86,7.8,3538.0,3128.0,216.29,11676.79,4.6,2.3,0.1448
SKD11,cermet,mql,16,6,39.6,0.031,0.21,0.55,787.0,145.0,0.02,10.1,513.8,89.5,0.0664
SKD11,hss,dry,25,3,88.2,0.08,1.59,2.32,1123.0,271.0,1.0,424.16,4.7,3.4,0.2053
FC250,carbide,water_soluble,10,2,194.0,0.095,0.74,0.57,6175.0,1172.0,0.49,15.26,13.1,15.1,0.4383
SUS304,cbn,water_soluble,6,3,112.4,0.062,2.51,5.56,5962.0,1111.0,15.47,1032.77,45.4,18.2,0.12
A5052,hss,water_soluble,6,2,277.2,0.259,14.69,5.59,14705.0,7618.0,625.26,5413.88,5.2,6.1,0.4551
SKD11,cbn,mql,25,6,67.7,0.077,1.98,4.7,861.0,400.0,3.71,2058.38,182.3,41.7,0.0718
FC250,cermet,oil,8,6,120.1,0.077,1.88,0.67,4778.0,2203.0,2.79,111.48,80.3,12.0,0.0643
SUS304,hss,oil,8,2,143.3,0.072,3.32,3.1,5700.0,824.0,8.48,592.13,5.3,5.7,0.4263
S45C,cbn,dry,8,6,170.8,0.145,3.73,7.14,6795.0,5903.0,157.36,7371.35,7.6,7.7,0.3028
A5052,cbn,oil,25,2,222.3,0.359,5.61,12.14,2830.0,2034.0,138.56,6234.15,27.0,5.9,0.083
A5052,carbide,mql,20,6,196.9,0.475,12.16,5.83,3133.0,8925.0,632.67,25708.12,13.1,12.7,0.2722
SUS304,carbide,oil,10,2,76.3,0.094,2.64,3.05,2428.0,456.0,3.66,600.21,135.3,84.9,0.184
SUS304,cbn,water_soluble,25,3,85.8,0.171,0.41,0.68,1093.0,560.0,0.15,55.9,227.9,128.4,0.1498
A5052,cbn,water_soluble,25,6,447.6,0.368,4.71,2.75,5699.0,12579.0,163.13,3644.54,4.9,1.4,0.0831
SKD11,carbide,mql,12,2,80.6,0.124,1.4,1.36,2139.0,532.0,1.01,225.72,35.3,35.9,0.3334
SUS304,cbn,water_soluble,10,6,78.6,0.064,4.7,0.75,2502.0,958.0,3.39,538.55,233.2,135.8,0.1588
SUS304,hss,dry,16,4,100.8,0.058,2.26,5.72,2005.0,462.0,5.96,1183.68,6.6,4.7,0.1891
FC250,hss,dry,12,4,107.0,0.18,5.85,16.6,2838.0,2042.0,198.11,13332.17,6.2,6.3,0.315
SUS304,cermet,mql,12,4,85.9,0.132,0.85,0.62,2279.0,1204.0,0.63,110.7,99.5,47.5,0.1371
SKD11,cbn,water_soluble,12,3,88.5,0.075,1.39,1.02,2346.0,529.0,0.75,152.12,60.7,35.3,0.15
SKD11,carbide,dry,8,6,58.2,0.127,1.75,2.64,2315.0,1758.0,8.13,1677.42,107.4,50.0,0.1443
S45C,cbn,oil,10,6,192.2,0.13,7.79,5.23,6117.0,4763.0,194.04,10097.14,7.1,1.9,0.0808
S45C,cbn,water_soluble,20,6,166.1,0.218,9.16,14.05,2643.0,3457.0,444.89,53574.65,9.2,4.5,0.1401
SUS304,hss,water_soluble,20,2,114.8,0.102,0.99,1.68,1827.0,372.0,0.62,134.84,7.4,1.6,0.0744
FC250,hss,water_soluble,8,6,135.5,0.229,7.49,3.54,5391.0,7391.0,195.93,6941.61,5.3,2.1,0.1037
FC250,cermet,dry,10,3,112.2,0.261,3.48,8.83,3571.0,2791.0,85.78,4587.26,21.7,13.8,0.1773
A5052,hss,mql,25,3,153.3,0.065,12.85,20.68,1952.0,380.0,100.89,6582.32,19.4,15.9,0.22
S45C,cbn,dry,12,3,138.7,0.077,5.17,12.04,3679.0,846.0,52.66,4557.04,19.8,6.5,0.1137
S45C,carbide,water_soluble,8,4,237.3,0.087,9.72,27.66,9442.0,3275.0,880.97,29700.48,4.7,4.0,0.23
FC250,cbn,mql,10,4,137.2,0.256,3.08,2.12,4368.0,4467.0,29.11,1272.95,31.0,20.4,0.2033
SKD11,cermet,mql,6,6,39.6,0.138,0.32,0.69,2100.0,1736.0,0.38,86.27,459.6,198.0,0.1284
S45C,carbide,water_soluble,20,6,123.0,0.179,0.64,0.88,1957.0,2106.0,1.19,192.97,46.8,52.1,0.4484
A5052,cermet,water_soluble,12,2,424.7,0.14,2.4,5.02,11266.0,3155.0,37.98,429.23,6.9,6.3,0.2542
FC250,hss,mql,8,2,111.1,0.215,0.8,0.66,4422.0,1905.0,1.01,43.63,17.8,13.2,0.193
FC250,hss,dry,25,4,157.8,0.23,8.7,12.67,2010.0,1852.0,204.02,19389.35,5.5,5.9,0.3952
S45C,cermet,water_soluble,8,3,192.4,0.152,9.01,4.81,7656.0,3499.0,151.61,6303.42,4.6,1.1,0.0848
S45C,hss,dry,16,4,217.9,0.265,9.92,9.1,4334.0,4590.0,414.53,30442.33,4.6,2.8,0.1842
A5052,carbide,oil,20,4,165.2,0.457,8.15,18.12,2629.0,4804.0,709.63,34362.53,27.8,29.2,0.3465
SKD11,cbn,oil,8,3,66.0,0.068,1.77,3.69,2627.0,533.0,3.48,632.51,263.7,193.5,0.1847
SKD11,carbide,dry,20,3,99.2,0.047,2.19,4.03,1578.0,221.0,1.95,590.78,8.2,5.4,0.172
A5052,carbide,dry,16,6,344.2,0.24,8.7,9.86,6847.0,9872.0,847.13,15752.13,4.6,4.0,0.2507
FC250,cbn,mql,10,6,146.3,0.104,2.4,7.15,4657.0,2902.0,49.85,2044.26,39.8,38.1,0.3037
SKD11,carbide,oil,10,6,104.8,0.025,0.26,0.61,3335.0,508.0,0.08,11.75,31.4,34.6,0.4036
SUS304,carbide,oil,20,6,113.1,0.129,2.04,0.6,1799.0,1388.0,1.71,377.48,18.0,10.3,0.1769
FC250,carbide,dry,6,2,83.5,0.158,3.14,8.26,4432.0,1405.0,36.42,1569.43,67.6,19.8,0.0925
SUS304,cbn,water_soluble,8,4,133.5,0.182,4.17,1.74,5313.0,3865.0,28.0,2096.72,11.7,6.1,0.1553
S45C,carbide,dry,12,2,228.7,0.237,9.42,2.0,6066.0,2879.0,54.1,2839.0,4.8,2.2,0.1233
SUS304,cermet,oil,12,3,94.0,0.117,3.46,4.33,2494.0,876.0,13.12,2093.91,39.5,17.2,0.1332
SKD11,cbn,water_soluble,8,3,101.3,0.147,2.4,5.66,4029.0,1778.0,24.2,2867.74,13.6,6.6,0.1446
SUS304,cbn,oil,8,4,125.0,0.053,0.61,1.81,4972.0,1056.0,1.17,93.66,41.4,22.6,0.1359
A5052,hss,water_soluble,25,6,287.4,0.327,2.3,4.21,3660.0,7185.0,69.64,2422.74,4.9,5.7,0.5068
A5052,cermet,mql,20,2,252.7,0.065,12.33,13.79,4022.0,523.0,88.92,2815.13,19.8,19.6,0.2597
S45C,hss,dry,12,3,200.4,0.159,2.88,6.09,5315.0,2533.0,44.36,2656.69,4.7,3.8,0.2089
S45C,hss,water_soluble,6,6,142.6,0.063,7.75,16.5,7568.0,2883.0,368.6,15503.72,5.0,1.2,0.0791
SKD11,carbide,oil,25,3,53.4,0.043,0.28,0.81,680.0,88.0,0.02,13.95,453.4,211.0,0.1224
FC250,cbn,mql,16,6,160.7,0.051,9.86,26.02,3196.0,985.0,252.47,15084.96,23.7,10.5,0.1403
S45C,cermet,oil,20,3,227.3,0.18,9.94,0.84,3618.0,1952.0,16.27,1431.56,5.1,3.4,0.158
SKD11,cbn,mql,16,4,98.1,0.148,2.47,3.68,1953.0,1156.0,10.49,2566.12,15.4,10.1,0.176
SKD11,hss,dry,25,2,103.9,0.139,1.7,3.86,1323.0,368.0,2.41,871.12,5.1,4.6,0.2299
FC250,carbide,dry,20,3,140.4,0.274,9.4,22.85,2235.0,1834.0,393.75,33647.09,5.0,5.9,0.5033
FC250,hss,mql,12,4,149.4,0.115,9.13,1.07,3963.0,1820.0,17.78,856.85,5.2,5.0,0.2644
S45C,hss,dry,12,6,208.7,0.107,2.6,1.68,5537.0,3546.0,15.5,890.94,5.3,5.5,0.3132
SUS304,cbn,water_soluble,16,4,80.3,0.076,2.8,5.3,1597.0,483.0,7.17,1787.75,212.4,179.5,0.1967
FC250,cbn,water_soluble,20,4,161.0,0.208,4.89,8.39,2563.0,2136.0,87.63,6530.77,16.2,12.5,0.1886
S45C,hss,dry,6,6,184.1,0.074,7.67,0.96,9769.0,4311.0,31.77,1035.31,5.4,4.9,0.2088
SKD11,hss,dry,8,6,105.4,0.022,2.01,2.9,4192.0,554.0,3.23,367.87,4.6,3.0,0.1548
FC250,cermet,water_soluble,8,2,94.3,0.212,5.89,10.0,3752.0,1593.0,93.79,4773.76,66.6,74.0,0.414
SKD11,cermet,oil,16,3,110.5,0.135,2.59,6.65,2198.0,893.0,15.41,3347.32,4.9,3.3,0.1816
FC250,carbide,dry,12,2,107.5,0.108,9.06,22.76,2851.0,616.0,126.97,8504.49,22.4,13.3,0.1559
A5052,cermet,mql,6,3,386.1,0.232,6.96,18.3,20481.0,14259.0,1816.38,11292.07,4.5,2.0,0.1251
A5052,carbide,mql,10,6,416.9,0.242,9.59,21.06,13271.0,19298.0,3896.16,37379.64,5.0,2.9,0.1542
FC250,cbn,mql,16,6,91.6,0.053,4.52,2.95,1822.0,583.0,7.77,814.35,252.7,204.3,0.184
SKD11,cbn,dry,10,4,94.6,0.119,0.76,0.92,3010.0,1435.0,1.01,159.91,19.8,7.9,0.1099
SKD11,cermet,water_soluble,12,4,95.1,0.104,2.24,3.47,2522.0,1047.0,8.14,1541.67,17.5,14.6,0.2382
SKD11,hss,mql,25,4,93.0,0.085,0.67,1.56,1184.0,404.0,0.42,168.74,6.3,2.6,0.1306
SKD11,carbide,oil,12,2,93.6,0.123,0.74,0.95,2483.0,610.0,0.43,82.87,18.4,19.1,0.3371
FC250,carbide,dry,12,3,172.8,0.133,8.4,7.28,4583.0,1831.0,111.95,4665.45,4.7,3.2,0.1722
S45C,cbn,water_soluble,8,2,107.2,0.247,9.85,1.08,4266.0,2106.0,22.36,1668.64,56.6,3.7,0.0286
FC250,carbide,oil,6,6,108.3,0.274,2.25,1.83,5744.0,9431.0,38.88,1292.75,40.9,25.7,0.1806
A5052,hss,dry,20,3,164.7,0.262,6.27,6.18,2621.0,2060.0,79.82,3877.27,6.9,4.1,0.1867
SKD11,carbide,mql,20,6,33.7,0.096,0.34,0.81,537.0,309.0,0.08,74.5,508.5,299.1,0.158
SUS304,cermet,water_soluble,20,3,60.9,0.048,2.31,1.13,969.0,141.0,0.37,151.43,464.4,157.2,0.0863
SKD11,cbn,dry,12,3,61.9,0.127,2.39,4.13,1641.0,624.0,6.16,1793.01,132.7,117.9,0.2484
A5052,hss,oil,25,4,177.2,0.371,0.55,0.55,2256.0,3348.0,1.02,57.76,20.4,10.8,0.1373
S45C,carbide,dry,12,2,89.1,0.227,5.56,8.22,2364.0,1075.0,49.1,6612.05,37.2,9.3,0.0818
S45C,hss,oil,6,6,151.8,0.247,9.75,2.21,8054.0,11919.0,257.4,10172.66,4.8,3.6,0.1867
FC250,hss,water_soluble,8,3,90.7,0.223,2.08,5.02,3608.0,2419.0,25.25,1336.62,26.8,11.9,0.1399
SUS304,hss,water_soluble,20,3,64.2,0.15,4.55,6.22,1022.0,459.0,13.01,5065.44,54.9,32.9,0.1643
S45C,cbn,dry,20,3,98.2,0.255,4.64,1.47,1562.0,1197.0,8.16,1662.13,54.0,7.4,0.0559
A5052,cbn,mql,20,6,453.7,0.051,6.01,14.86,7221.0,2208.0,197.28,3478.54,8.9,6.8,0.1952
S45C,hss,water_soluble,8,2,111.1,0.083,6.12,11.8,4420.0,732.0,52.88,3807.75,12.2,11.8,0.2387
A5052,cermet,oil,20,2,239.0,0.438,13.45,6.23,3803.0,3331.0,279.13,9344.33,11.2,11.8,0.3967
SKD11,cbn,water_soluble,10,2,102.8,0.081,2.86,7.34,3274.0,531.0,11.15,1625.64,17.0,9.2,0.1548
S45C,hss,dry,8,4,183.5,0.15,6.63,8.16,7300.0,4376.0,236.77,10323.56,5.1,1.2,0.0703
S45C,cbn,mql,12,2,213.5,0.109,3.24,9.15,5663.0,1238.0,36.75,2065.97,5.9,1.5,0.0791
A5052,hss,mql,20,3,246.2,0.266,11.31,6.56,3918.0,3125.0,231.77,7532.47,4.8,4.6,0.2865
FC250,carbide,dry,8,3,98.3,0.071,6.6,9.6,3912.0,830.0,52.6,2567.59,42.3,15.3,0.1066
A5052,cermet,mql,20,4,438.0,0.469,9.54,10.16,6970.0,13076.0,1267.77,23157.62,4.8,3.9,0.2388
S45C,hss,oil,8,3,182.0,0.121,8.87,9.04,7243.0,2629.0,210.72,9261.02,4.8,1.7,0.1072
SKD11,carbide,mql,20,4,75.5,0.088,2.93,8.05,1201.0,424.0,9.99,3972.45,37.7,19.7,0.1389
A5052,hss,oil,10,3,350.2,0.434,12.19,4.4,11148.0,14510.0,778.06,8886.14,4.9,2.5,0.1198
A5052,cermet,dry,16,3,407.1,0.386,4.16,5.47,8100.0,9391.0,213.51,3356.26,5.1,1.5,0.1014
FC250,hss,water_soluble,16,4,118.6,0.112,0.59,0.8,2360.0,1054.0,0.49,39.74,24.9,5.8,0.0771
SKD11,hss,dry,6,4,84.1,0.123,0.8,0.63,4463.0,2190.0,1.1,117.67,5.5,5.3,0.2872
SKD11,cermet,mql,6,4,54.6,0.036,1.76,2.06,2897.0,415.0,1.5,247.51,514.7,148.7,0.0928
FC250,hss,dry,12,4,106.9,0.285,6.19,18.43,2835.0,3235.0,369.23,24875.74,4.6,4.8,0.3644
FC250,cbn,water_soluble,8,6,184.1,0.061,5.95,15.31,7325.0,2672.0,243.53,6349.33,17.7,17.1,0.2589
S45C,cbn,oil,12,2,175.7,0.17,1.49,2.94,4659.0,1582.0,6.94,474.07,16.0,17.5,0.3914
SKD11,cbn,water_soluble,20,4,56.7,0.041,1.42,2.01,902.0,147.0,0.42,221.76,508.3,225.2,0.1262
A5052,hss,oil,25,3,157.0,0.306,5.35,0.64,1999.0,1838.0,6.27,399.23,16.9,11.0,0.2017
FC250,carbide,mql,20,4,132.1,0.282,6.11,11.73,2102.0,2372.0,169.96,15440.39,11.5,5.5,0.1513
A5052,cermet,dry,25,6,465.6,0.107,12.44,12.59,5929.0,3818.0,598.11,12844.75,5.0,3.8,0.201
SUS304,cermet,water_soluble,12,4,82.1,0.068,4.43,6.66,2178.0,594.0,17.52,3199.98,107.8,83.1,0.2029
SKD11,cbn,oil,16,3,79.3,0.099,0.45,0.91,1578.0,470.0,0.19,58.85,116.4,92.7,0.235
SUS304,cbn,water_soluble,25,4,146.3,0.034,1.74,3.64,1863.0,254.0,1.61,344.18,18.4,20.6,0.4533
FC250,cermet,water_soluble,12,3,191.5,0.269,1.78,1.34,5079.0,4093.0,9.72,365.33,7.6,6.0,0.2323
SUS304,carbide,dry,25,6,121.4,0.039,2.6,4.72,1546.0,366.0,4.49,1155.0,10.5,4.5,0.1299
FC250,cermet,water_soluble,6,3,133.3,0.239,7.63,6.45,7070.0,5065.0,249.25,6732.74,19.0,11.4,0.184
FC250,hss,oil,10,3,162.5,0.168,4.86,14.35,5173.0,2600.0,181.25,6692.14,4.9,2.5,0.1617
FC250,carbide,mql,8,3,192.1,0.158,5.62,7.8,7645.0,3625.0,158.79,3966.61,5.0,1.2,0.0893
SUS304,cermet,water_soluble,20,4,92.3,0.141,1.52,0.78,1469.0,827.0,0.98,266.07,65.1,20.8,0.1033
S45C,cermet,mql,25,6,82.4,0.243,8.81,16.43,1049.0,1529.0,221.39,67187.03,70.4,40.7,0.1793
S45C,carbide,dry,12,3,130.6,0.164,1.18,2.92,3465.0,1705.0,5.86,537.84,14.4,3.1,0.066
SKD11,carbide,dry,8,6,117.1,0.082,2.24,2.8,4660.0,2296.0,14.39,1474.61,4.9,1.8,0.1237
SKD11,cbn,mql,25,4,59.4,0.115,0.46,1.09,756.0,347.0,0.17,110.07,525.0,41.7,0.04
S45C,cermet,dry,16,6,81.9,0.111,6.95,5.2,1629.0,1081.0,39.07,7633.04,90.4,75.5,0.2062
FC250,cbn,dry,8,6,142.9,0.295,5.75,0.92,5687.0,10074.0,53.26,1788.56,12.9,12.5,0.3078
SKD11,cermet,dry,12,2,73.8,0.049,0.75,0.79,1957.0,193.0,0.11,27.64,75.2,48.0,0.1694
A5052,hss,dry,8,6,441.2,0.129,7.97,6.63,17553.0,13546.0,715.68,5191.22,4.8,4.5,0.2302
S45C,hss,oil,16,2,111.1,0.238,3.72,8.07,2209.0,1050.0,31.53,4543.31,9.2,8.4,0.2224
FC250,cbn,water_soluble,6,6,150.5,0.138,5.08,9.31,7985.0,6630.0,313.79,7505.53,28.5,15.4,0.1355
SKD11,cermet,dry,10,2,101.5,0.046,2.89,4.6,3230.0,299.0,3.97,586.77,8.6,7.8,0.2032
S45C,cermet,mql,16,6,201.7,0.136,7.97,8.44,4014.0,3278.0,220.51,17488.37,4.6,1.8,0.1072
FC250,hss,water_soluble,8,4,91.6,0.138,8.45,2.16,3646.0,2010.0,36.71,1922.92,25.8,3.7,0.0514
FC250,cermet,oil,10,3,144.7,0.244,3.55,4.12,4607.0,3374.0,49.37,2046.61,14.9,17.1,0.4925
SKD11,carbide,dry,12,3,95.0,0.107,0.58,1.0,2519.0,806.0,0.47,88.39,12.6,10.2,0.2109
